testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,collectiondepth,unitcollectiondepth,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,positionwatercolumn,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,metadataurl,datedownloaded,sourcerdc,datausenotes
sediment,8C331196-DC85-4483-82F0-C70B139BE998,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB044S),LSB044S,Bays and Harbors,37.487095,-122.092755,wgs84,2012/04/18,12:20:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG180260,L174902-15_PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,13.0112,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/18,EPA 3545_3640A_3611B,2012/10/18,2012/11/15,1,,EBMUD,EBMUD,A,"some blank contamination, minor precision and accuracy deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,37B2A792-E706-468C-917A-7C92FB60C001,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,South Bay (SB027S),SB027S,Bays and Harbors,37.619514,-122.3133106,nad83,2012/04/17,14:30:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG180260,L174902-21_PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,13.2527,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/17,EPA 3545_3640A_3611B,2012/10/18,2012/11/15,1,,EBMUD,EBMUD,A,"some blank contamination, minor precision and accuracy deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,70CA6CDC-9FBF-4E7A-A2EE-2FB545017B58,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB110S),CB110S,Bays and Harbors,37.673475,-122.27416,wgs84,2012/04/19,09:25:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG180237,L174902-11_PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,13.5899,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/19,EPA 3545_3640A_3611B,2012/10/15,2012/11/13,1,,EBMUD,EBMUD,A,"some blank contamination, minor precision and accuracy deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,72BC70F0-05DE-4A34-9A87-A121D174524A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB112S),LSB112S,Bays and Harbors,37.4900166666667,-122.083893333333,wgs84,2012/04/18,13:37:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG180260,L174902-14_PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,15.8178,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/18,EPA 3545_3640A_3611B,2012/10/18,2012/11/15,1,,EBMUD,EBMUD,A,"some blank contamination, minor precision and accuracy deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,74E46D81-6E16-4458-8D43-1AC682FF8A55,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB045S),LSB045S,Bays and Harbors,37.4870383333333,-122.104875,wgs84,2012/04/18,10:58:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG180237,L174902-13_PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,17.8491,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/18,EPA 3545_3640A_3611B,2012/10/15,2012/11/14,1,,EBMUD,EBMUD,A,"some blank contamination, minor precision and accuracy deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,AAC90E03-1768-4D68-83ED-F21450E271BD,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2012/04/19,15:08:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG180237,L174902-5_PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,20.7304,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/19,EPA 3545_3640A_3611B,2012/10/15,2012/11/13,1,,EBMUD,EBMUD,A,"some blank contamination, minor precision and accuracy deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,6C19E2C5-164E-4183-BF98-E4DF8A9447E4,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2012 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2012/04/19,15:08:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG187392,L184807-15,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,21.3216,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Not Applicable,FieldFrozen,2012/04/19,EPA 3545_3640A_3611B,2013/10/21,2013/11/06,1,,EBMUD,EBMUD,A,"some blank, precision, and recovery deviations",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,55F7E8F6-C2C2-4461-8BB2-0677C6FC1143,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU071S),SU071S,Bays and Harbors,38.09317,-122.06359,nad83,2014/08/12,10:54:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-25-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,0.09923,,,=,"NBC,NMDL,NRL,VJ,VLB","VLC,VMD",Est,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/12,EPA 3545_3640A_3611B,2014/09/22,2014/10/06,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,6583A40A-846B-401A-947A-AF36E567530F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,2014/08/13,08:19:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-6-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,0.10956,,,=,"NBC,NMDL,NRL,VJ,VLB","VLC,VMD",Est,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/13,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,7371B4B8-BF58-4A1C-9917-4D124D2E4352,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU095S),SU095S,Bays and Harbors,38.07339,-122.08813,nad83,2014/08/12,10:11:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-27-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,0.75564,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/12,EPA 3545_3640A_3611B,2014/09/22,2014/10/06,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,E50CABD5-D3AC-463F-A2C2-89B72B092B2B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU003S),SU003S,Bays and Harbors,38.06551781,-122.0970362,nad83,2014/08/12,08:43:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-24-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,1.26309,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/12,EPA 3545_3640A_3611B,2014/09/22,2014/10/06,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,F43A9393-C0C1-4BAC-9068-1BA319776BDB,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,2014/08/13,10:02:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-7-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,1.76483,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/13,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,CE6A753A-7637-4E16-B227-9A2BBEA11D27,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB063S),SPB063S,Bays and Harbors,38.08527,-122.4402,nad83,2014/08/11,09:37:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-22-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,2.01721,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/11,EPA 3545_3640A_3611B,2014/09/22,2014/10/06,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,060B903A-9294-4E3F-9666-F6CF46125A42,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB046S),SPB046S,Bays and Harbors,38.06121,-122.29736,nad83,2014/08/11,12:28:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-21-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,2.07281,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/11,EPA 3545_3640A_3611B,2014/09/22,2014/10/03,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,0123CF75-AB20-43E1-8300-0B7138850743,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB100S),CB100S,Bays and Harbors,37.77595,-122.3296,nad83,2014/08/06,11:59:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-10-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,3.20714,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/06,EPA 3545_3640A_3611B,2014/09/02,2014/09/23,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,3E44735B-0EB7-4FE4-ACB0-F0398C5CA0A6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB100S),CB100S,Bays and Harbors,37.77595,-122.3296,nad83,2014/08/06,11:59:00,OpenWater1,5,cm,Integrated,"1","2",EBMUD_WG194499,WG193922-4-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,3.42775,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/06,EPA 3545_3640A_3611B,2014/09/02,2014/09/23,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,A9357D1E-1386-4B40-BDD4-C9CAE056878C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Suisun Bay (SU073S),SU073S,Bays and Harbors,38.11074613,-122.0487255,nad83,2014/08/12,12:08:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-26-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.1297,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/12,EPA 3545_3640A_3611B,2014/09/22,2014/10/06,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,418C3DCB-D268-4935-A3D6-8FDAC67F224D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF21),BF21,Bays and Harbors,38.11551792,-122.0404754,wgs84,2014/08/12,13:08:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-5-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.4406,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/12,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,9A4459FF-D0EB-4C4F-8803-53C8BE0DF83F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,South Bay (SB111S),SB111S,Bays and Harbors,37.69478,-122.22802,nad83,2014/08/06,11:25:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-19-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,4.7978,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/06,EPA 3545_3640A_3611B,2014/09/22,2014/10/27,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,834A7477-725F-45D5-9E2B-490AB7EE5D9B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB002S),SPB002S,Bays and Harbors,38.01640698,-122.3412822,nad83,2014/08/11,10:48:00,OpenWater1,5,cm,Integrated,"1","2",EBMUD_WG194558,WG193925-4-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,7.5544,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/11,EPA 3545_3640A_3611B,2014/09/22,2014/10/03,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,805C8BC7-8B01-4EE2-A72F-236797E7D2D9,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (SPB002S),SPB002S,Bays and Harbors,38.01640698,-122.3412822,nad83,2014/08/11,10:48:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-20-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,7.7455,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/11,EPA 3545_3640A_3611B,2014/09/22,2014/10/03,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,AB490119-53DD-41FE-9801-3378C95E9C63,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD31),BD31,Bays and Harbors,38.02412178,-122.363683,wgs84,2014/08/11,07:22:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-4-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,7.9468,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/11,EPA 3545_3640A_3611B,2014/09/02,2014/09/24,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,B80346B2-F548-4463-BA12-E66B425BBC2E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,South Bay (SB004S),SB004S,Bays and Harbors,37.60066488,-122.2185076,nad83,2014/08/06,09:48:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-17-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,8.2955,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/06,EPA 3545_3640A_3611B,2014/09/22,2014/10/07,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,C8D1ECF5-0252-475F-8D7D-DD8E472794CD,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB073S),CB073S,Bays and Harbors,37.84293328,-122.3976124,nad83,2014/08/07,10:05:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-9-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,9.4195,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/07,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,190D6707-A7A0-42C3-B384-9E166C57F5FC,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,South Bay (SB002S),SB002S,Bays and Harbors,37.61019366,-122.1673764,nad83,2014/08/06,08:50:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-16-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,9.8008,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/06,EPA 3545_3640A_3611B,2014/09/22,2014/10/03,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,0EE6AFA1-3076-495D-866B-1C472A67A24F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,South Bay (SB110S),SB110S,Bays and Harbors,37.54745,-122.17317,nad83,2014/08/05,14:36:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-18-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,11.8795,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/05,EPA 3545_3640A_3611B,2014/09/22,2014/10/07,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,BA80B2FA-A350-490F-A117-7A93EEABA487,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Redwood Creek (BA41),BA41,Bays and Harbors,37.55903527,-122.210577,wgs84,2014/08/06,07:05:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-2-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,12.9264,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/06,EPA 3545_3640A_3611B,2014/09/02,2014/09/24,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,5167F4AC-7227-409C-A29E-879CF44B3744,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB004S),LSB004S,Bays and Harbors,37.49442916,-122.0852041,nad83,2014/08/05,13:21:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-13-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,14.6737,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/05,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,08CAF7C8-83A0-4CDB-985C-833FFD1D2F20,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC11),BC11,Bays and Harbors,37.82232768,-122.3492815,wgs84,2014/08/07,09:20:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-3-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,16.0207,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/07,EPA 3545_3640A_3611B,2014/09/02,2014/09/24,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,F656278F-69A4-47EB-A2A4-3F8BF1681744,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Lower South Bay (LSB058S),LSB058S,Bays and Harbors,37.48138,-122.08476,nad83,2014/08/05,07:13:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194558,L192555-15-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,16.4383,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/05,EPA 3545_3640A_3611B,2014/09/22,2014/10/07,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,22AEF1AA-A64C-4057-AC9A-C01C32FFA2D9,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB001S),CB001S,Bays and Harbors,37.87631112,-122.3615019,nad83,2014/08/07,10:47:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-8-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,16.5763,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/07,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
sediment,D3D07CF5-161F-4FD1-8512-BD61E5EAF526,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2014 RMP Status and Trends,RMP,AMS-CA,Central Bay (CB133S),CB133S,Bays and Harbors,37.83939,-122.31587,nad83,2014/08/07,08:07:00,OpenWater1,5,cm,Integrated,"1","1",EBMUD_WG194499,L192555-11-PCB,sediment,EPA 1668A,Sum of 40 PCBs (SFEI),Total,ug/kg dw,17.8356,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Sed_Grab,Mod. Van Veen Grab (0.1m2),Subsurface,FieldFrozen,2014/08/07,EPA 3545_3640A_3611B,2014/09/02,2014/09/25,1,,EBMUD,EBMUD,A,"some blank contamination, accuracy, and precision issues",http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
